foldset,H,B,F,end,embargo,fold,n_windows,n_pos,n_distinct_surg,base_rate
alt,150,60,365,e0a_2024-12-31,strict,test,8011,78,38,0.009736612158282362
alt,150,60,730,cons_2023-12-31,none,train,10958,64,27,0.005840481839751779
alt,150,60,730,cons_2023-12-31,none,valid,8561,71,31,0.008293423665459643
alt,150,60,730,cons_2023-12-31,none,test,8870,79,39,0.00890642615558061
alt,150,60,730,cons_2023-12-31,strict,train,10958,64,27,0.005840481839751779
alt,150,60,730,cons_2023-12-31,strict,valid,8561,71,31,0.008293423665459643
alt,150,60,730,cons_2023-12-31,strict,test,8870,79,39,0.00890642615558061
alt,150,60,730,e0a_2024-12-31,none,train,10958,64,27,0.005840481839751779
alt,150,60,730,e0a_2024-12-31,none,valid,8561,71,31,0.008293423665459643
alt,150,60,730,e0a_2024-12-31,none,test,9689,81,39,0.008359995871606978
alt,150,60,730,e0a_2024-12-31,strict,train,10958,64,27,0.005840481839751779
alt,150,60,730,e0a_2024-12-31,strict,valid,8561,71,31,0.008293423665459643
alt,150,60,730,e0a_2024-12-31,strict,test,9689,81,39,0.008359995871606978
alt,150,60,INF,cons_2023-12-31,none,train,11346,64,27,0.005640754450907809
alt,150,60,INF,cons_2023-12-31,none,valid,10914,74,32,0.00678028220634048
alt,150,60,INF,cons_2023-12-31,none,test,12647,80,40,0.006325610816794496
alt,150,60,INF,cons_2023-12-31,strict,train,11346,64,27,0.005640754450907809
alt,150,60,INF,cons_2023-12-31,strict,valid,10914,74,32,0.00678028220634048
alt,150,60,INF,cons_2023-12-31,strict,test,12647,80,40,0.006325610816794496
alt,150,60,INF,e0a_2024-12-31,none,train,11346,64,27,0.005640754450907809
alt,150,60,INF,e0a_2024-12-31,none,valid,10914,74,32,0.00678028220634048
alt,150,60,INF,e0a_2024-12-31,none,test,13899,82,40,0.0058997050147492625
alt,150,60,INF,e0a_2024-12-31,strict,train,11346,64,27,0.005640754450907809
alt,150,60,INF,e0a_2024-12-31,strict,valid,10914,74,32,0.00678028220634048
alt,150,60,INF,e0a_2024-12-31,strict,test,13899,82,40,0.0058997050147492625
alt,150,90,30,cons_2023-12-31,none,train,6611,30,18,0.004537891393132658
alt,150,90,30,cons_2023-12-31,none,valid,2977,10,8,0.003359086328518643
alt,150,90,30,cons_2023-12-31,none,test,4103,29,21,0.0070679990251035826
alt,150,90,30,cons_2023-12-31,strict,train,6611,30,18,0.004537891393132658
alt,150,90,30,cons_2023-12-31,strict,valid,2977,10,8,0.003359086328518643
alt,150,90,30,cons_2023-12-31,strict,test,4103,29,21,0.0070679990251035826
alt,150,90,30,e0a_2024-12-31,none,train,6611,30,18,0.004537891393132658
alt,150,90,30,e0a_2024-12-31,none,valid,2977,10,8,0.003359086328518643
alt,150,90,30,e0a_2024-12-31,none,test,4540,30,21,0.006607929515418502
alt,150,90,30,e0a_2024-12-31,strict,train,6611,30,18,0.004537891393132658
alt,150,90,30,e0a_2024-12-31,strict,valid,2977,10,8,0.003359086328518643
alt,150,90,30,e0a_2024-12-31,strict,test,4540,30,21,0.006607929515418502
alt,150,90,365,cons_2023-12-31,none,train,9886,38,22,0.0038438195427877805
alt,150,90,365,cons_2023-12-31,none,valid,7063,41,27,0.005804898768228798
alt,150,90,365,cons_2023-12-31,none,test,7349,43,29,0.005851136209008029
alt,150,90,365,cons_2023-12-31,strict,train,9886,38,22,0.0038438195427877805
alt,150,90,365,cons_2023-12-31,strict,valid,7063,41,27,0.005804898768228798
alt,150,90,365,cons_2023-12-31,strict,test,7349,43,29,0.005851136209008029
alt,150,90,365,e0a_2024-12-31,none,train,9886,38,22,0.0038438195427877805
alt,150,90,365,e0a_2024-12-31,none,valid,7063,41,27,0.005804898768228798
alt,150,90,365,e0a_2024-12-31,none,test,8011,44,29,0.005492447884159281
alt,150,90,365,e0a_2024-12-31,strict,train,9886,38,22,0.0038438195427877805
alt,150,90,365,e0a_2024-12-31,strict,valid,7063,41,27,0.005804898768228798
alt,150,90,365,e0a_2024-12-31,strict,test,8011,44,29,0.005492447884159281
alt,150,90,730,cons_2023-12-31,none,train,10958,38,22,0.003467786092352619
alt,150,90,730,cons_2023-12-31,none,valid,8561,44,27,0.005139586496904568
alt,150,90,730,cons_2023-12-31,none,test,8870,45,30,0.005073280721533258
alt,150,90,730,cons_2023-12-31,strict,train,10958,38,22,0.003467786092352619
alt,150,90,730,cons_2023-12-31,strict,valid,8561,44,27,0.005139586496904568
alt,150,90,730,cons_2023-12-31,strict,test,8870,45,30,0.005073280721533258
alt,150,90,730,e0a_2024-12-31,none,train,10958,38,22,0.003467786092352619
alt,150,90,730,e0a_2024-12-31,none,valid,8561,44,27,0.005139586496904568
alt,150,90,730,e0a_2024-12-31,none,test,9689,46,30,0.00474765197646816
alt,150,90,730,e0a_2024-12-31,strict,train,10958,38,22,0.003467786092352619
alt,150,90,730,e0a_2024-12-31,strict,valid,8561,44,27,0.005139586496904568
alt,150,90,730,e0a_2024-12-31,strict,test,9689,46,30,0.00474765197646816
alt,150,90,INF,cons_2023-12-31,none,train,11346,38,22,0.0033491979552265115
alt,150,90,INF,cons_2023-12-31,none,valid,10914,46,28,0.004214770020157596
alt,150,90,INF,cons_2023-12-31,none,test,12647,45,30,0.0035581560844469046
alt,150,90,INF,cons_2023-12-31,strict,train,11346,38,22,0.0033491979552265115
alt,150,90,INF,cons_2023-12-31,strict,valid,10914,46,28,0.004214770020157596
alt,150,90,INF,cons_2023-12-31,strict,test,12647,45,30,0.0035581560844469046
alt,150,90,INF,e0a_2024-12-31,none,train,11346,38,22,0.0033491979552265115
alt,150,90,INF,e0a_2024-12-31,none,valid,10914,46,28,0.004214770020157596
alt,150,90,INF,e0a_2024-12-31,none,test,13899,46,30,0.003309590618030074
alt,150,90,INF,e0a_2024-12-31,strict,train,11346,38,22,0.0033491979552265115
alt,150,90,INF,e0a_2024-12-31,strict,valid,10914,46,28,0.004214770020157596
alt,150,90,INF,e0a_2024-12-31,strict,test,13899,46,30,0.003309590618030074
alt,365,0,30,cons_2023-12-31,none,train,6611,191,56,0.028891241869611253
alt,365,0,30,cons_2023-12-31,none,valid,2977,128,52,0.04299630500503863
alt,365,0,30,cons_2023-12-31,none,test,2230,113,42,0.050672645739910316
alt,365,0,30,cons_2023-12-31,strict,train,4494,136,43,0.030262572318647086
alt,365,0,30,cons_2023-12-31,strict,valid,797,40,28,0.050188205771643665
alt,365,0,30,cons_2023-12-31,strict,test,2230,113,42,0.050672645739910316
alt,365,0,30,e0a_2024-12-31,none,train,6611,191,56,0.028891241869611253
alt,365,0,30,e0a_2024-12-31,none,valid,2977,128,52,0.04299630500503863
alt,365,0,30,e0a_2024-12-31,none,test,4540,249,74,0.05484581497797357
alt,365,0,30,e0a_2024-12-31,strict,train,4494,136,43,0.030262572318647086
alt,365,0,30,e0a_2024-12-31,strict,valid,797,40,28,0.050188205771643665
alt,365,0,30,e0a_2024-12-31,strict,test,4540,249,74,0.05484581497797357
alt,365,0,365,cons_2023-12-31,none,train,9886,267,64,0.0270078899453773
alt,365,0,365,cons_2023-12-31,none,valid,7063,288,64,0.040775874274387655
alt,365,0,365,cons_2023-12-31,none,test,4102,173,50,0.04217454900048757
alt,365,0,365,cons_2023-12-31,strict,train,6859,187,50,0.027263449482431843
alt,365,0,365,cons_2023-12-31,strict,valid,3923,190,44,0.04843232220239613
alt,365,0,365,cons_2023-12-31,strict,test,4102,173,50,0.04217454900048757
alt,365,0,365,e0a_2024-12-31,none,train,9886,267,64,0.0270078899453773
alt,365,0,365,e0a_2024-12-31,none,valid,7063,288,64,0.040775874274387655
alt,365,0,365,e0a_2024-12-31,none,test,8011,346,81,0.043190612907252526
alt,365,0,365,e0a_2024-12-31,strict,train,6859,187,50,0.027263449482431843
alt,365,0,365,e0a_2024-12-31,strict,valid,3923,190,44,0.04843232220239613
alt,365,0,365,e0a_2024-12-31,strict,test,8011,346,81,0.043190612907252526
alt,365,0,730,cons_2023-12-31,none,train,10958,267,64,0.024365760175214454
alt,365,0,730,cons_2023-12-31,none,valid,8561,299,65,0.03492582642214694
alt,365,0,730,cons_2023-12-31,none,test,4780,181,52,0.037866108786610876
alt,365,0,730,cons_2023-12-31,strict,train,7390,187,50,0.025304465493910692
alt,365,0,730,cons_2023-12-31,strict,valid,4895,201,45,0.041062308478038816
alt,365,0,730,cons_2023-12-31,strict,test,4780,181,52,0.037866108786610876
alt,365,0,730,e0a_2024-12-31,none,train,10958,267,64,0.024365760175214454
alt,365,0,730,e0a_2024-12-31,none,valid,8561,299,65,0.03492582642214694
alt,365,0,730,e0a_2024-12-31,none,test,9689,362,83,0.03736195685829291
alt,365,0,730,e0a_2024-12-31,strict,train,7390,187,50,0.025304465493910692
alt,365,0,730,e0a_2024-12-31,strict,valid,4895,201,45,0.041062308478038816
alt,365,0,730,e0a_2024-12-31,strict,test,9689,362,83,0.03736195685829291
alt,365,0,INF,cons_2023-12-31,none,train,11346,267,64,0.023532522474881017
alt,365,0,INF,cons_2023-12-31,none,valid,10914,304,65,0.02785413230712846
alt,365,0,INF,cons_2023-12-31,none,test,6653,181,52,0.027205771832256125
alt,365,0,INF,cons_2023-12-31,strict,train,7461,187,50,0.025063664388151722
alt,365,0,INF,cons_2023-12-31,strict,valid,6000,202,45,0.033666666666666664
alt,365,0,INF,cons_2023-12-31,strict,test,6653,181,52,0.027205771832256125
alt,365,0,INF,e0a_2024-12-31,none,train,11346,267,64,0.023532522474881017
alt,365,0,INF,e0a_2024-12-31,none,valid,10914,304,65,0.02785413230712846
alt,365,0,INF,e0a_2024-12-31,none,test,13899,364,83,0.02618893445571624
alt,365,0,INF,e0a_2024-12-31,strict,train,7461,187,50,0.025063664388151722
alt,365,0,INF,e0a_2024-12-31,strict,valid,6000,202,45,0.033666666666666664
alt,365,0,INF,e0a_2024-12-31,strict,test,13899,364,83,0.02618893445571624
alt,365,30,30,cons_2023-12-31,none,train,6611,173,53,0.02616850703373166
alt,365,30,30,cons_2023-12-31,none,valid,2977,114,47,0.03829358414511253
alt,365,30,30,cons_2023-12-31,none,test,2230,107,40,0.04798206278026906
alt,365,30,30,cons_2023-12-31,strict,train,4494,122,41,0.027147307521139297
alt,365,30,30,cons_2023-12-31,strict,valid,797,32,24,0.04015056461731493
alt,365,30,30,cons_2023-12-31,strict,test,2230,107,40,0.04798206278026906
alt,365,30,30,e0a_2024-12-31,none,train,6611,173,53,0.02616850703373166
alt,365,30,30,e0a_2024-12-31,none,valid,2977,114,47,0.03829358414511253
alt,365,30,30,e0a_2024-12-31,none,test,4540,233,72,0.0513215859030837
alt,365,30,30,e0a_2024-12-31,strict,train,4494,122,41,0.027147307521139297
alt,365,30,30,e0a_2024-12-31,strict,valid,797,32,24,0.04015056461731493
alt,365,30,30,e0a_2024-12-31,strict,test,4540,233,72,0.0513215859030837
alt,365,30,365,cons_2023-12-31,none,train,9886,231,60,0.023366376694315193
alt,365,30,365,cons_2023-12-31,none,valid,7063,261,63,0.036953136061163815
alt,365,30,365,cons_2023-12-31,none,test,4102,152,46,0.03705509507557289
alt,365,30,365,cons_2023-12-31,strict,train,6859,159,47,0.023181221752442048
alt,365,30,365,cons_2023-12-31,strict,valid,3923,172,44,0.04384399694111649
alt,365,30,365,cons_2023-12-31,strict,test,4102,152,46,0.03705509507557289
alt,365,30,365,e0a_2024-12-31,none,train,9886,231,60,0.023366376694315193
alt,365,30,365,e0a_2024-12-31,none,valid,7063,261,63,0.036953136061163815
alt,365,30,365,e0a_2024-12-31,none,test,8011,303,77,0.037822993384096865
alt,365,30,365,e0a_2024-12-31,strict,train,6859,159,47,0.023181221752442048
alt,365,30,365,e0a_2024-12-31,strict,valid,3923,172,44,0.04384399694111649
alt,365,30,365,e0a_2024-12-31,strict,test,8011,303,77,0.037822993384096865
alt,365,30,730,cons_2023-12-31,none,train,10958,231,60,0.02108048914035408
alt,365,30,730,cons_2023-12-31,none,valid,8561,270,64,0.03153837168555075
alt,365,30,730,cons_2023-12-31,none,test,4780,160,48,0.03347280334728033
alt,365,30,730,cons_2023-12-31,strict,train,7390,159,47,0.021515561569688767
alt,365,30,730,cons_2023-12-31,strict,valid,4895,181,45,0.03697650663942799
alt,365,30,730,cons_2023-12-31,strict,test,4780,160,48,0.03347280334728033
alt,365,30,730,e0a_2024-12-31,none,train,10958,231,60,0.02108048914035408
alt,365,30,730,e0a_2024-12-31,none,valid,8561,270,64,0.03153837168555075
alt,365,30,730,e0a_2024-12-31,none,test,9689,319,79,0.032923934358550934
alt,365,30,730,e0a_2024-12-31,strict,train,7390,159,47,0.021515561569688767
alt,365,30,730,e0a_2024-12-31,strict,valid,4895,181,45,0.03697650663942799
alt,365,30,730,e0a_2024-12-31,strict,test,9689,319,79,0.032923934358550934
alt,365,30,INF,cons_2023-12-31,none,train,11346,231,60,0.020359598096245372
alt,365,30,INF,cons_2023-12-31,none,valid,10914,275,64,0.02519699468572476
alt,365,30,INF,cons_2023-12-31,none,test,6653,160,48,0.024049301067187733
alt,365,30,INF,cons_2023-12-31,strict,train,7461,159,47,0.021310816244471252
alt,365,30,INF,cons_2023-12-31,strict,valid,6000,182,45,0.030333333333333334
alt,365,30,INF,cons_2023-12-31,strict,test,6653,160,48,0.024049301067187733
alt,365,30,INF,e0a_2024-12-31,none,train,11346,231,60,0.020359598096245372
alt,365,30,INF,e0a_2024-12-31,none,valid,10914,275,64,0.02519699468572476
alt,365,30,INF,e0a_2024-12-31,none,test,13899,321,79,0.02309518670407943
alt,365,30,INF,e0a_2024-12-31,strict,train,7461,159,47,0.021310816244471252
alt,365,30,INF,e0a_2024-12-31,strict,valid,6000,182,45,0.030333333333333334
alt,365,30,INF,e0a_2024-12-31,strict,test,13899,321,79,0.02309518670407943
alt,365,60,30,cons_2023-12-31,none,train,6611,152,49,0.0229919830585388
alt,365,60,30,cons_2023-12-31,none,valid,2977,99,42,0.033254954652334565
alt,365,60,30,cons_2023-12-31,none,test,2230,96,35,0.04304932735426009
alt,365,60,30,cons_2023-12-31,strict,train,4494,104,37,0.023141967067200713
alt,365,60,30,cons_2023-12-31,strict,valid,797,27,19,0.033877038895859475
alt,365,60,30,cons_2023-12-31,strict,test,2230,96,35,0.04304932735426009
alt,365,60,30,e0a_2024-12-31,none,train,6611,152,49,0.0229919830585388
alt,365,60,30,e0a_2024-12-31,none,valid,2977,99,42,0.033254954652334565
alt,365,60,30,e0a_2024-12-31,none,test,4540,206,65,0.04537444933920705
alt,365,60,30,e0a_2024-12-31,strict,train,4494,104,37,0.023141967067200713
alt,365,60,30,e0a_2024-12-31,strict,valid,797,27,19,0.033877038895859475
alt,365,60,30,e0a_2024-12-31,strict,test,4540,206,65,0.04537444933920705
alt,365,60,365,cons_2023-12-31,none,train,9886,198,55,0.020028322880841595
alt,365,60,365,cons_2023-12-31,none,valid,7063,235,63,0.03327198074472604
alt,365,60,365,cons_2023-12-31,none,test,4102,133,44,0.032423208191126277
alt,365,60,365,cons_2023-12-31,strict,train,6859,134,42,0.01953637556495116
alt,365,60,365,cons_2023-12-31,strict,valid,3923,156,44,0.03976548559775682
alt,365,60,365,cons_2023-12-31,strict,test,4102,133,44,0.032423208191126277
alt,365,60,365,e0a_2024-12-31,none,train,9886,198,55,0.020028322880841595
alt,365,60,365,e0a_2024-12-31,none,valid,7063,235,63,0.03327198074472604
alt,365,60,365,e0a_2024-12-31,none,test,8011,262,74,0.03270503058294844
alt,365,60,365,e0a_2024-12-31,strict,train,6859,134,42,0.01953637556495116
alt,365,60,365,e0a_2024-12-31,strict,valid,3923,156,44,0.03976548559775682
alt,365,60,365,e0a_2024-12-31,strict,test,8011,262,74,0.03270503058294844
alt,365,60,730,cons_2023-12-31,none,train,10958,198,55,0.018068990691732068
alt,365,60,730,cons_2023-12-31,none,valid,8561,242,64,0.02826772573297512
alt,365,60,730,cons_2023-12-31,none,test,4780,141,46,0.029497907949790795
alt,365,60,730,cons_2023-12-31,strict,train,7390,134,42,0.018132611637347768
alt,365,60,730,cons_2023-12-31,strict,valid,4895,163,45,0.03329928498467824
alt,365,60,730,cons_2023-12-31,strict,test,4780,141,46,0.029497907949790795
alt,365,60,730,e0a_2024-12-31,none,train,10958,198,55,0.018068990691732068
alt,365,60,730,e0a_2024-12-31,none,valid,8561,242,64,0.02826772573297512
alt,365,60,730,e0a_2024-12-31,none,test,9689,278,77,0.02869233150995975
alt,365,60,730,e0a_2024-12-31,strict,train,7390,134,42,0.018132611637347768
alt,365,60,730,e0a_2024-12-31,strict,valid,4895,163,45,0.03329928498467824
alt,365,60,730,e0a_2024-12-31,strict,test,9689,278,77,0.02869233150995975
alt,365,60,INF,cons_2023-12-31,none,train,11346,198,55,0.017451084082496033
alt,365,60,INF,cons_2023-12-31,none,valid,10914,246,64,0.022539857064321055
alt,365,60,INF,cons_2023-12-31,none,test,6653,141,46,0.02119344656545919
alt,365,60,INF,cons_2023-12-31,strict,train,7461,134,42,0.01796005897332797
alt,365,60,INF,cons_2023-12-31,strict,valid,6000,164,45,0.027333333333333334
alt,365,60,INF,cons_2023-12-31,strict,test,6653,141,46,0.02119344656545919
alt,365,60,INF,e0a_2024-12-31,none,train,11346,198,55,0.017451084082496033
alt,365,60,INF,e0a_2024-12-31,none,valid,10914,246,64,0.022539857064321055
alt,365,60,INF,e0a_2024-12-31,none,test,13899,279,77,0.02007338657457371
alt,365,60,INF,e0a_2024-12-31,strict,train,7461,134,42,0.01796005897332797
alt,365,60,INF,e0a_2024-12-31,strict,valid,6000,164,45,0.027333333333333334
alt,365,60,INF,e0a_2024-12-31,strict,test,13899,279,77,0.02007338657457371
alt,365,90,30,cons_2023-12-31,none,train,6611,136,47,0.020571774315534714
alt,365,90,30,cons_2023-12-31,none,valid,2977,90,40,0.030231776956667785
alt,365,90,30,cons_2023-12-31,none,test,2230,86,32,0.03856502242152467
alt,365,90,30,cons_2023-12-31,strict,train,4494,92,35,0.020471740097908322
alt,365,90,30,cons_2023-12-31,strict,valid,797,25,18,0.03136762860727729
alt,365,90,30,cons_2023-12-31,strict,test,2230,86,32,0.03856502242152467
alt,365,90,30,e0a_2024-12-31,none,train,6611,136,47,0.020571774315534714
alt,365,90,30,e0a_2024-12-31,none,valid,2977,90,40,0.030231776956667785
alt,365,90,30,e0a_2024-12-31,none,test,4540,184,62,0.04052863436123348
alt,365,90,30,e0a_2024-12-31,strict,train,4494,92,35,0.020471740097908322
alt,365,90,30,e0a_2024-12-31,strict,valid,797,25,18,0.03136762860727729
alt,365,90,30,e0a_2024-12-31,strict,test,4540,184,62,0.04052863436123348
alt,365,90,365,cons_2023-12-31,none,train,9886,172,52,0.017398341088407848
alt,365,90,365,cons_2023-12-31,none,valid,7063,210,62,0.02973240832507433
alt,365,90,365,cons_2023-12-31,none,test,4102,115,37,0.0280351048269137
alt,365,90,365,cons_2023-12-31,strict,train,6859,116,39,0.01691208630995772
alt,365,90,365,cons_2023-12-31,strict,valid,3923,139,43,0.035432067295437165
alt,365,90,365,cons_2023-12-31,strict,test,4102,115,37,0.0280351048269137
alt,365,90,365,e0a_2024-12-31,none,train,9886,172,52,0.017398341088407848
alt,365,90,365,e0a_2024-12-31,none,valid,7063,210,62,0.02973240832507433
alt,365,90,365,e0a_2024-12-31,none,test,8011,228,67,0.028460866308825366
alt,365,90,365,e0a_2024-12-31,strict,train,6859,116,39,0.01691208630995772
alt,365,90,365,e0a_2024-12-31,strict,valid,3923,139,43,0.035432067295437165
alt,365,90,365,e0a_2024-12-31,strict,test,8011,228,67,0.028460866308825366
alt,365,90,730,cons_2023-12-31,none,train,10958,172,52,0.015696294944332907
alt,365,90,730,cons_2023-12-31,none,valid,8561,215,63,0.025113888564420043
alt,365,90,730,cons_2023-12-31,none,test,4780,123,39,0.025732217573221756
alt,365,90,730,cons_2023-12-31,strict,train,7390,116,39,0.015696887686062245
alt,365,90,730,cons_2023-12-31,strict,valid,4895,144,44,0.029417773237997956
alt,365,90,730,cons_2023-12-31,strict,test,4780,123,39,0.025732217573221756
alt,365,90,730,e0a_2024-12-31,none,train,10958,172,52,0.015696294944332907
alt,365,90,730,e0a_2024-12-31,none,valid,8561,215,63,0.025113888564420043
alt,365,90,730,e0a_2024-12-31,none,test,9689,243,70,0.025079987614820932
alt,365,90,730,e0a_2024-12-31,strict,train,7390,116,39,0.015696887686062245
alt,365,90,730,e0a_2024-12-31,strict,valid,4895,144,44,0.029417773237997956
alt,365,90,730,e0a_2024-12-31,strict,test,9689,243,70,0.025079987614820932
alt,365,90,INF,cons_2023-12-31,none,train,11346,172,52,0.015159527586814736
alt,365,90,INF,cons_2023-12-31,none,valid,10914,218,63,0.01997434487813817
alt,365,90,INF,cons_2023-12-31,none,test,6653,123,39,0.018487900195400572
alt,365,90,INF,cons_2023-12-31,strict,train,7461,116,39,0.015547513738104812
alt,365,90,INF,cons_2023-12-31,strict,valid,6000,145,44,0.024166666666666666
alt,365,90,INF,cons_2023-12-31,strict,test,6653,123,39,0.018487900195400572
alt,365,90,INF,e0a_2024-12-31,none,train,11346,172,52,0.015159527586814736
alt,365,90,INF,e0a_2024-12-31,none,valid,10914,218,63,0.01997434487813817
alt,365,90,INF,e0a_2024-12-31,none,test,13899,243,70,0.01748327217785452
alt,365,90,INF,e0a_2024-12-31,strict,train,7461,116,39,0.015547513738104812
alt,365,90,INF,e0a_2024-12-31,strict,valid,6000,145,44,0.024166666666666666
alt,365,90,INF,e0a_2024-12-31,strict,test,13899,243,70,0.01748327217785452
