r^2,RMSE,Feature,Importance,Iteration
0.7806313037872314,93.2413558959961,diff_release_speed_FF,18.24390314770973,102
0.7806313037872314,93.2413558959961,diff_spin_axis_FF,17.262741091419862,102
0.7806313037872314,93.2413558959961,diff_release_extension_FF,14.181341189195917,102
0.7806313037872314,93.2413558959961,diff_release_extension_SL,13.080139663994549,102
0.7806313037872314,93.2413558959961,diff_spin_axis_SI,11.695322425092515,102
0.7806313037872314,93.2413558959961,diff_release_spin_rate_FF,11.141998865414676,102
0.7806313037872314,93.2413558959961,diff_release_pos_x_SI,11.104814465559,102
0.7806313037872314,93.2413558959961,diff_release_pos_z_SI,10.614389472550531,102
0.7806313037872314,93.2413558959961,diff_pfx_z_CH,9.976440426547278,102
0.7806313037872314,93.2413558959961,diff_spin_axis_SL,9.288920508724106,102
0.7851446866989136,95.11670684814453,diff_release_speed_FF,18.539143338347277,202
0.7851446866989136,95.11670684814453,diff_spin_axis_FF,16.74376646339889,202
0.7851446866989136,95.11670684814453,diff_release_extension_SL,13.13496624837079,202
0.7851446866989136,95.11670684814453,diff_release_pos_x_SI,12.367068727044575,202
0.7851446866989136,95.11670684814453,diff_release_speed_SL,10.978722677520402,202
0.7851446866989136,95.11670684814453,diff_release_extension_FF,10.29970752744044,202
0.7851446866989136,95.11670684814453,diff_release_spin_rate_SL,9.895327861431328,202
0.7851446866989136,95.11670684814453,diff_release_pos_z_CH,9.782036204836686,202
0.7851446866989136,95.11670684814453,diff_release_spin_rate_FF,9.70872323233852,202
0.7851446866989136,95.11670684814453,diff_release_extension_CU,9.292741404518631,202
0.7805145382881165,96.59226989746094,diff_release_speed_FF,16.47722227518917,302
0.7805145382881165,96.59226989746094,diff_release_extension_SL,15.681327490752674,302
0.7805145382881165,96.59226989746094,diff_spin_axis_FF,12.780776254092267,302
0.7805145382881165,96.59226989746094,diff_release_spin_rate_FF,11.779591279122542,302
0.7805145382881165,96.59226989746094,diff_release_pos_x_SI,10.722053807187601,302
0.7805145382881165,96.59226989746094,diff_spin_axis_SI,10.582658441847654,302
0.7805145382881165,96.59226989746094,diff_release_pos_z_CH,10.054083738723008,302
0.7805145382881165,96.59226989746094,diff_release_speed_SL,9.724058885002721,302
0.7805145382881165,96.59226989746094,diff_release_pos_z_SI,9.50020228944586,302
0.7805145382881165,96.59226989746094,diff_spin_axis_SL,8.900552000413516,302
0.7433491945266724,99.00895690917969,diff_release_speed_FF,18.79349492848575,402
0.7433491945266724,99.00895690917969,diff_spin_axis_FF,16.759305791549963,402
0.7433491945266724,99.00895690917969,diff_release_speed_SL,13.689148690268459,402
0.7433491945266724,99.00895690917969,diff_release_extension_SL,13.599576434006218,402
0.7433491945266724,99.00895690917969,diff_release_pos_x_SI,12.731215494283145,402
0.7433491945266724,99.00895690917969,diff_release_spin_rate_FF,11.272243072206782,402
0.7433491945266724,99.00895690917969,diff_release_extension_FF,11.068380953941924,402
0.7433491945266724,99.00895690917969,diff_release_pos_z_CH,10.772836335311162,402
0.7433491945266724,99.00895690917969,diff_pfx_z_CH,9.982324150031516,402
0.7433491945266724,99.00895690917969,diff_release_pos_z_CU,9.812219661819254,402
0.8179036378860474,81.40446472167969,diff_spin_axis_FF,16.2249695600766,502
0.8179036378860474,81.40446472167969,diff_release_pos_x_SI,15.72244613181927,502
0.8179036378860474,81.40446472167969,diff_release_spin_rate_FF,13.674789175878642,502
0.8179036378860474,81.40446472167969,diff_release_pos_x_SL,13.07860883744401,502
0.8179036378860474,81.40446472167969,diff_release_extension_SL,12.155010056701844,502
0.8179036378860474,81.40446472167969,diff_release_speed_FF,12.144939012083022,502
0.8179036378860474,81.40446472167969,diff_release_pos_z_SI,10.45933266005811,502
0.8179036378860474,81.40446472167969,diff_pfx_z_CH,10.390448487559139,502
0.8179036378860474,81.40446472167969,diff_release_extension_FF,10.270014610972776,502
0.8179036378860474,81.40446472167969,diff_spin_axis_SI,10.21322443894018,502
0.7767739295959473,107.84247589111328,diff_release_speed_FF,18.06870654815001,602
0.7767739295959473,107.84247589111328,diff_release_extension_SL,14.99638727613338,602
0.7767739295959473,107.84247589111328,diff_spin_axis_FF,12.721826759849895,602
0.7767739295959473,107.84247589111328,diff_release_pos_x_SL,10.35513580099311,602
0.7767739295959473,107.84247589111328,diff_release_pos_x_CH,10.068832322015574,602
0.7767739295959473,107.84247589111328,diff_vy0_SL,9.958353453454729,602
0.7767739295959473,107.84247589111328,diff_pfx_z_CH,9.653573909422049,602
0.7767739295959473,107.84247589111328,diff_release_speed_SL,9.582386402812899,602
0.7767739295959473,107.84247589111328,diff_pfx_x_SL,9.178279012180809,602
0.7767739295959473,107.84247589111328,diff_release_extension_FF,9.14842962714128,602
0.7812886834144592,87.94441223144531,diff_release_speed_FF,18.971278758875435,702
0.7812886834144592,87.94441223144531,diff_spin_axis_FF,18.31876148606814,702
0.7812886834144592,87.94441223144531,diff_release_spin_rate_FF,10.892075942011852,702
0.7812886834144592,87.94441223144531,diff_spin_axis_SI,10.48430891987845,702
0.7812886834144592,87.94441223144531,diff_release_extension_SL,9.957973250742935,702
0.7812886834144592,87.94441223144531,diff_spin_axis_SL,9.555638629933853,702
0.7812886834144592,87.94441223144531,diff_release_pos_x_FF,9.48472316142791,702
0.7812886834144592,87.94441223144531,diff_release_extension_FF,9.108748721808,702
0.7812886834144592,87.94441223144531,diff_release_pos_z_SI,9.05534586219566,702
0.7812886834144592,87.94441223144531,diff_release_speed_SL,8.930658736744782,702
0.773570716381073,95.49444580078125,diff_release_extension_SL,15.21109662996544,802
0.773570716381073,95.49444580078125,diff_release_pos_x_SI,14.247776764519282,802
0.773570716381073,95.49444580078125,diff_spin_axis_FF,13.210228957844512,802
0.773570716381073,95.49444580078125,diff_release_speed_FF,12.63003301378884,802
0.773570716381073,95.49444580078125,diff_spin_axis_SI,12.320439463907999,802
0.773570716381073,95.49444580078125,diff_release_spin_rate_FF,11.960103499300935,802
0.773570716381073,95.49444580078125,diff_release_pos_x_SL,10.948717008517722,802
0.773570716381073,95.49444580078125,diff_release_pos_x_FF,10.547392471990257,802
0.773570716381073,95.49444580078125,diff_release_extension_FF,9.2268225568217,802
0.773570716381073,95.49444580078125,diff_release_speed_SL,9.16153922607295,802
0.7876167297363281,93.32215118408203,diff_release_speed_FF,15.854469968412673,902
0.7876167297363281,93.32215118408203,diff_release_extension_SL,15.20313754728277,902
0.7876167297363281,93.32215118408203,diff_release_pos_x_SI,14.340989086282214,902
0.7876167297363281,93.32215118408203,diff_spin_axis_FF,12.643665241596038,902
0.7876167297363281,93.32215118408203,diff_spin_axis_SI,12.307701293260553,902
0.7876167297363281,93.32215118408203,diff_release_spin_rate_FF,11.806492444148919,902
0.7876167297363281,93.32215118408203,diff_spin_axis_SL,11.390081991240267,902
0.7876167297363281,93.32215118408203,diff_release_pos_x_SL,10.446364339249342,902
0.7876167297363281,93.32215118408203,diff_release_speed_SL,10.175768740267738,902
0.7876167297363281,93.32215118408203,diff_release_extension_FF,9.32713980102676,902
0.8018304109573364,95.80404663085938,diff_release_speed_FF,14.883473322846699,1002
0.8018304109573364,95.80404663085938,diff_spin_axis_FF,14.408345898539562,1002
0.8018304109573364,95.80404663085938,diff_release_pos_x_SI,13.439482388675193,1002
0.8018304109573364,95.80404663085938,diff_release_speed_SL,13.083256632270572,1002
0.8018304109573364,95.80404663085938,diff_release_extension_SL,12.118549474954673,1002
0.8018304109573364,95.80404663085938,diff_spin_axis_SI,12.095193818621073,1002
0.8018304109573364,95.80404663085938,diff_release_pos_z_CU,11.81988983439553,1002
0.8018304109573364,95.80404663085938,diff_release_pos_x_CH,10.819797473708789,1002
0.8018304109573364,95.80404663085938,diff_release_spin_rate_FF,10.579548786450273,1002
0.8018304109573364,95.80404663085938,diff_spin_axis_SL,9.33354486262092,1002
